A/Zambia/4464/2023	2023-07-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742467	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/4471/2023	2023-07-11	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742469	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1329/2023	2023-04-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742473	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/9370/2023	2023-06-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742476	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/6587/2023	2023-07-21	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742479	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1263/2023	2023-06-29	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742482	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/6638/2023	2023-08-07	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742485	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/4489/2023	2023-07-19	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742488	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/9417/2023	2023-07-09	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742490	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/4450/2023	2023-06-30	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742493	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1325/2023	2023-04-06	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742497	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1378/2023	2023-04-18	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742499	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/2223/2023	2023-07-18	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742500	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/5299/2023	2023-07-15	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742503	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/301332/2023	2023-07-25	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742506	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/2207/2023	2023-07-04	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742509	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1478/2023	2023-05-17	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742512	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1377/2023	2023-04-18	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742516	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Zambia/1370/2023	2023-04-13	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742519	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Ghana/8529/2023	2023-10-23	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742529	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/2137/2023	2023-10-15	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742533	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Zambia/4443/2023	2023-06-29	h3n2_flu	Africa	Zambia	Human	EPI_ISL_18742535	Centers for Disease Control and Prevention	University Teaching Hospital, MoH Zambia
A/Ghana/7651/2023	2023-09-12	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742544	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/8192/2023	2023-10-12	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742547	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/7934/2023	2023-09-28	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742553	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/2024/2023	2023-09-21	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742556	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/7479/2023	2023-09-14	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742559	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/8126/2023	2023-10-09	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742562	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/7707/2023	2023-09-20	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742577	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
A/Ghana/1957/2023	2023-09-15	h3n2_flu	Africa	Ghana	Human	EPI_ISL_18742583	Centers for Disease Control and Prevention	Noguchi Memorial Institute for Medical Research (NMIMR)
EPI0061/A/Ethiopia/ADR604/2023	2023-10-31	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_18758285	Ethiopian Public Health Institute	Ethiopian Public Health Institute, National Influenza Laboratory
EPI0068/A/Ethiopia/ADR651/2023	2023-11-13	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_18758290	Ethiopian Public Health Institute	Ethiopian Public Health Institute, National Influenza Laboratory
EPI0074/A/Ethiopia/ADR698/2023	2023-11-30	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_18758294	Ethiopian Public Health Institute	Ethiopian Public Health Institute, National Influenza Laboratory
EPI0053/A/Ethiopia/KOL444/2023	2023-11-03	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_18759515	Ethiopian Public Health Institute	Ethiopian Public Health Institute, National Influenza Laboratory
EPI0081/A/Ethiopia/SPH437/2023	2023-11-17	h3n2_flu	Africa	Ethiopia	Human	EPI_ISL_18759517	Ethiopian Public Health Institute	Ethiopian Public Health Institute, National Influenza Laboratory
A/Kenya/AFI-EBS-029/2023	2023-06-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856117	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-EBS-034/2023	2023-06-12	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856339	Kenya Medical Research Institute (KEMRI)	Kenya Medical Research Institute (KEMRI)
A/Kenya/AFI-EBS-058/2023	2023-06-27	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856341	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-EBS-075/2023	2023-07-11	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856342	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-EBS-078/2023	2023-07-12	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856344	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-EBS-096/2023	2023-07-31	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856349	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1051/2023	2023-05-24	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856351	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1054/2023	2023-05-24	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856352	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1056/2023	2023-06-30	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856353	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1058/2023	2023-05-30	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856354	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1079/2023	2023-06-14	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856355	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1107/2023	2023-07-03	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856359	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1111/2023	2023-07-04	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856360	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1123/2023	2023-07-17	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856361	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1160/2023	2023-08-21	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856365	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1162/2023	2023-08-22	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856366	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1233/2023	2023-10-30	h3n2_flu	Africa	Tanzania	Human	EPI_ISL_18856367	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1235/2023	2023-10-30	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856368	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1237/2023	2023-10-31	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856369	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1246/2023	2023-11-14	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856370	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1252/2023	2023-11-20	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856371	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1259/2023	2023-11-29	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856372	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-ISB-1262/2023	2023-11-29	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856373	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1781/2023	2023-05-04	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856374	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1785/2023	2023-05-25	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856375	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1787/2023	2023-05-26	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856377	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1797/2023	2023-06-05	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856378	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1798/2023	2023-06-06	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856379	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1799/2023	2023-07-06	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856380	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1800/2023	2023-06-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856381	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1804/2023	2023-06-08	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856382	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1809/2023	2023-06-15	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856383	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1810/2023	2023-06-15	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856384	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1811/2023	2023-06-19	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856385	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1812/2023	2023-06-19	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856386	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1813/2023	2023-06-20	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856387	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1814/2023	2023-06-21	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856388	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1820/2023	2023-06-26	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856391	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1822/2023	2023-06-27	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856392	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KDH-1825/2023	2023-07-04	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856395	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KOM-1909/2023	2023-06-20	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856398	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KOM-1910/2023	2023-06-20	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856399	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KOM-1923/2023	2023-07-18	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856400	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KOM-1929/2023	2023-07-31	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856401	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KOM-1935/2023	2023-08-09	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856402	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KOM-1937/2023	2023-08-15	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856404	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KOM-1940/2023	2023-08-21	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856405	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-KOM-1960/2023	2023-10-09	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856406	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-LAM-1210/2023	2023-05-09	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856407	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-LAM-1223/2023	2023-05-23	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856408	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-LAM-1224/2023	2023-05-23	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856409	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-LAM-1255/2023	2023-06-06	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856410	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-LAM-1260/2023	2023-06-08	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856411	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-LAM-1332/2023	2023-07-19	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856412	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-LAM-1532/2023	2023-11-28	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856413	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-LAM-1546/2023	2023-12-04	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856414	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-1966/2023	2023-06-05	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856415	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-1967/2023	2023-06-05	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856416	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-1968/2023	2023-06-06	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856417	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-1971/2023	2023-06-12	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856418	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-1973/2023	2023-06-15	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856419	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-1996/2023	2023-07-20	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856424	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-2000/2023	2023-07-28	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856426	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-2001/2023	2023-07-31	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856427	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-2004/2023	2023-08-07	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856428	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MGT-2007/2023	2023-08-10	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856429	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MNB-1095/2023	2023-05-03	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856430	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Kenya/AFI-MNB-1100/2023	2023-06-26	h3n2_flu	Africa	Kenya	Human	EPI_ISL_18856432	Kenya Medical Research Institute (KEMRI)	USAMRD-A
A/Dakar/42/2023	2023-10-24	h3n2_flu	Africa	Senegal	Human	EPI_ISL_18856607	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Mauritius/P79129/2023	2023-11-16	h3n2_flu	Africa	Mauritius	Human	EPI_ISL_18856676	Crick Worldwide Influenza Centre	Ministry of Health and Wellness, Mauritius
A/Mauritius/P52862/2023	2023-09-18	h3n2_flu	Africa	Mauritius	Human	EPI_ISL_18856677	Crick Worldwide Influenza Centre	Ministry of Health and Wellness, Mauritius
A/Dakar/41/2023	2023-09-25	h3n2_flu	Africa	Senegal	Human	EPI_ISL_18856822	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Dakar/40/2023	2023-09-11	h3n2_flu	Africa	Senegal	Human	EPI_ISL_18856827	Crick Worldwide Influenza Centre	Institut Pasteur de Dakar  
A/Cote_D-Ivoire/3356/2023	2023-10-27	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857122	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3461/2023	2023-10-30	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857130	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3316/2023	2023-10-25	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857132	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3909/2023	2023-11-16	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857134	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3158/2023	2023-10-18	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857144	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3361/2023	2023-10-27	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857146	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3350/2023	2023-10-26	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857150	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3264/2023	2023-10-20	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857152	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3157/2023	2023-10-18	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857155	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3501/2023	2023-10-30	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857158	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3794/2023	2023-11-08	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857161	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3302/2023	2023-10-24	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857162	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3904/2023	2023-11-14	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857164	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3801/2023	2023-11-09	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857165	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3971/2023	2023-11-23	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857168	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3351/2023	2023-10-26	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857171	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3598/2023	2023-10-31	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857177	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3500/2023	2023-10-30	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857179	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3396/2023	2023-10-28	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857182	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3434/2023	2023-10-28	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857195	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3359/2023	2023-10-27	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857197	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3293/2023	2023-10-23	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857201	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3300/2023	2023-10-24	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857204	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3604/2023	2023-10-31	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857205	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3367/2023	2023-10-28	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857208	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3503/2023	2023-10-30	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857209	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
A/Cote_D-Ivoire/3789/2023	2023-11-07	h3n2_flu	Africa	Cote d'Ivoire	Human	EPI_ISL_18857216	Centers for Disease Control and Prevention	Pasteur Institut of Côte d'Ivoire
